Battery_ID,Cycle_Index,Operation_Type,Ambient_Temperature,Discharge_Cycle_Index,Capacity_Ahr
B0007,570,charge,24,,
B0007,571,impedance,24,,
B0007,572,discharge,24,157.0,1.4262562585106868
B0007,573,impedance,24,,
B0007,574,charge,24,,
B0007,575,impedance,24,,
B0007,576,discharge,24,158.0,1.4260877528924913
B0007,577,impedance,24,,
B0007,578,charge,24,,
B0007,579,impedance,24,,
B0007,580,discharge,24,159.0,1.4212633510031694
B0007,581,impedance,24,,
B0007,582,charge,24,,
B0007,583,impedance,24,,
B0007,584,discharge,24,160.0,1.4163272748795108
B0007,585,impedance,24,,
B0007,586,charge,24,,
B0007,587,impedance,24,,
B0007,588,discharge,24,161.0,1.4165781829175994
B0007,589,impedance,24,,
B0007,590,charge,24,,
B0007,591,impedance,24,,
B0007,592,discharge,24,162.0,1.4108401729425177
B0007,593,impedance,24,,
B0007,594,charge,24,,
B0007,595,impedance,24,,
B0007,596,discharge,24,163.0,1.4109949628347804
B0007,597,impedance,24,,
B0007,598,charge,24,,
B0007,599,impedance,24,,
B0007,600,discharge,24,164.0,1.4061714290398801
B0007,601,impedance,24,,
B0007,602,charge,24,,
B0007,603,impedance,24,,
B0007,604,discharge,24,165.0,1.4063358479692922
B0007,605,impedance,24,,
B0007,606,charge,24,,
B0007,607,impedance,24,,
B0007,608,discharge,24,166.0,1.4004552399066514
B0007,609,impedance,24,,
B0007,610,charge,24,,
B0007,611,impedance,24,,
B0007,612,discharge,24,167.0,1.4217865046055154
B0007,613,charge,24,,
B0007,614,discharge,24,168.0,1.4324552720625434
B0007,615,impedance,24,,
B0007,616,charge,24,,
B0018,1,charge,24,,
B0018,2,impedance,24,,
B0018,3,discharge,24,1.0,1.8550045207910817
B0018,4,impedance,24,,
B0018,5,charge,24,,
B0018,6,impedance,24,,
B0018,7,discharge,24,2.0,1.8431955317089987
B0018,8,impedance,24,,
B0018,9,charge,24,,
B0018,10,impedance,24,,
B0018,11,discharge,24,3.0,1.8396018424355423
B0018,12,impedance,24,,
B0018,13,charge,24,,
B0018,14,impedance,24,,
B0018,15,discharge,24,4.0,1.8306736044962053
B0018,16,impedance,24,,
B0018,17,charge,24,,
B0018,18,discharge,24,5.0,1.8327002069419656
B0018,19,charge,24,,
B0018,20,discharge,24,6.0,1.8285288846046388
B0018,21,charge,24,,
B0018,22,discharge,24,7.0,1.8212011895697924
B0018,23,charge,24,,
B0018,24,discharge,24,8.0,1.8151700106433282
B0018,25,charge,24,,
B0018,26,impedance,24,,
B0018,27,discharge,24,9.0,1.8042980520967649
B0018,28,impedance,24,,
B0018,29,charge,24,,
B0018,30,discharge,24,10.0,1.8231002302844226
B0018,31,charge,24,,
B0018,32,discharge,24,11.0,1.8121253520255494
B0018,33,charge,24,,
B0018,34,discharge,24,12.0,1.8046916382117766
B0018,35,charge,24,,
B0018,36,discharge,24,13.0,1.790844349786295
B0018,37,charge,24,,
B0018,38,impedance,24,,
B0018,39,discharge,24,14.0,1.783470722841926
B0018,40,impedance,24,,
B0018,41,charge,24,,
B0018,42,discharge,24,15.0,1.7809386125310702
B0018,43,charge,24,,
B0018,44,discharge,24,16.0,1.771209039672698
B0018,45,charge,24,,
B0018,46,discharge,24,17.0,1.7686303996707076
B0018,47,charge,24,,
B0018,48,discharge,24,18.0,1.7536304801917124
B0018,49,charge,24,,
B0018,50,impedance,24,,
B0018,51,discharge,24,19.0,1.7462197416415093
B0018,52,impedance,24,,
B0018,53,charge,24,,
B0018,54,discharge,24,20.0,1.7376647337053737
B0018,55,charge,24,,
B0018,56,discharge,24,21.0,1.7315166735475835
B0018,57,charge,24,,
B0018,58,discharge,24,22.0,1.7085949894470602
B0018,59,charge,24,,
B0018,60,discharge,24,23.0,1.711469957068211
B0018,61,charge,24,,
B0018,62,impedance,24,,
B0018,63,discharge,24,24.0,1.7075021373272627
B0018,64,impedance,24,,
B0018,65,charge,24,,
B0018,66,discharge,24,25.0,1.7492382064360228
B0018,67,charge,24,,
B0018,68,discharge,24,26.0,1.7327697147429955
B0018,69,charge,24,,
B0018,70,discharge,24,27.0,1.7222313328292376
B0018,71,charge,24,,
B0018,72,discharge,24,28.0,1.711846298984729
B0018,73,charge,24,,
B0018,74,impedance,24,,
B0018,75,discharge,24,29.0,1.699267835126687
B0018,76,impedance,24,,
B0018,77,charge,24,,
B0018,78,discharge,24,30.0,1.6940366439243106
B0018,79,charge,24,,
B0018,80,discharge,24,31.0,1.6819027078768087
B0018,81,charge,24,,
B0018,82,discharge,24,32.0,1.6769770618433686
B0018,83,charge,24,,
B0018,84,discharge,24,33.0,1.6655229306478936
B0018,85,charge,24,,
B0018,86,impedance,24,,
B0018,87,discharge,24,34.0,1.6571924575832084
B0018,88,impedance,24,,
B0018,89,charge,24,,
B0018,90,discharge,24,35.0,1.6482241555294048
B0018,91,charge,24,,
B0018,92,discharge,24,36.0,1.6387701497987262
B0018,93,charge,24,,
B0018,94,discharge,24,37.0,1.6276486907262062
B0018,95,charge,24,,
B0018,96,discharge,24,38.0,1.62215370227252
B0018,97,charge,24,,
B0018,98,impedance,24,,
B0018,99,discharge,24,39.0,1.6140066510467586
B0018,100,impedance,24,,
B0018,101,charge,24,,
B0018,102,discharge,24,40.0,1.6760516154424623
B0018,103,charge,24,,
B0018,104,discharge,24,41.0,1.649300642552199
B0018,105,charge,24,,
B0018,106,discharge,24,42.0,1.63238299185809
B0018,107,charge,24,,
B0018,108,discharge,24,43.0,1.6164159719025777
B0018,109,charge,24,,
B0018,110,impedance,24,,
B0018,111,discharge,24,44.0,1.6109028378249377
B0018,112,impedance,24,,
B0018,113,charge,24,,
B0018,114,discharge,24,45.0,1.5954638693695657
B0018,115,charge,24,,
B0018,116,charge,24,,
B0018,117,discharge,24,46.0,1.726707440085764
B0018,118,charge,24,,
B0018,119,discharge,24,47.0,1.7165673917429753
B0018,120,charge,24,,
B0018,121,discharge,24,48.0,1.6958235570934848
B0018,122,charge,24,,
B0018,123,discharge,24,49.0,1.6777783190792557
B0018,124,charge,24,,
B0018,125,discharge,24,50.0,1.6606586897774192
B0018,126,impedance,24,,
B0018,127,charge,24,,
B0018,128,discharge,24,51.0,1.6664109274827466
B0018,129,charge,24,,
B0018,130,discharge,24,52.0,1.6468336174407805
B0018,131,charge,24,,
B0018,132,discharge,24,53.0,1.6257639928779952
B0018,133,charge,24,,
B0018,134,discharge,24,54.0,1.6121577411874595
B0018,135,charge,24,,
B0018,136,discharge,24,55.0,1.6057366823755344
B0018,137,impedance,24,,
B0018,138,charge,24,,
B0018,139,impedance,24,,
B0018,140,charge,24,,
B0018,141,discharge,24,56.0,1.673645314879889
B0018,142,charge,24,,
B0018,143,discharge,24,57.0,1.6404348572349936
B0018,144,charge,24,,
B0018,145,discharge,24,58.0,1.6132653317422077
B0018,146,charge,24,,
B0018,147,discharge,24,59.0,1.5920964324686278
B0018,148,charge,24,,
B0018,149,impedance,24,,
B0018,150,discharge,24,60.0,1.5866011820698824
B0018,151,impedance,24,,
B0018,152,charge,24,,
B0018,153,discharge,24,61.0,1.5800766490336253
B0018,154,charge,24,,
B0018,155,discharge,24,62.0,1.5641732953289167
B0018,156,charge,24,,
B0018,157,discharge,24,63.0,1.555618272193922
B0018,158,charge,24,,
B0018,159,discharge,24,64.0,1.5402045278637397
B0018,160,charge,24,,
B0018,161,impedance,24,,
B0018,162,discharge,24,65.0,1.5321613015959863
B0018,163,impedance,24,,
B0018,164,charge,24,,
B0018,165,discharge,24,66.0,1.5316232403693415
B0018,166,charge,24,,
B0018,167,discharge,24,67.0,1.5222595950771978
B0018,168,charge,24,,
B0018,169,discharge,24,68.0,1.5065267126851283
B0018,170,charge,24,,
B0018,171,discharge,24,69.0,1.5014219556532926
B0018,172,charge,24,,
B0018,173,impedance,24,,
B0018,174,discharge,24,70.0,1.4963534117486457
B0018,175,impedance,24,,
B0018,176,charge,24,,
B0018,177,discharge,24,71.0,1.5334262000312422
B0018,178,charge,24,,
B0018,179,discharge,24,72.0,1.523845267514426
B0018,180,charge,24,,
B0018,181,discharge,24,73.0,1.5011920994261239
B0018,182,charge,24,,
B0018,183,discharge,24,74.0,1.492417671450291
B0018,184,charge,24,,
B0018,185,discharge,24,75.0,1.483323851940123
B0018,186,impedance,24,,
B0018,187,charge,24,,
B0018,188,discharge,24,76.0,1.4807376792294196
B0018,189,charge,24,,
B0018,190,discharge,24,77.0,1.4735077809902477
B0018,191,charge,24,,
B0018,192,discharge,24,78.0,1.46801928526661
B0018,193,charge,24,,
B0018,194,discharge,24,79.0,1.4580923557119019
B0018,195,charge,24,,
B0018,196,impedance,24,,
B0018,197,discharge,24,80.0,1.4478660988891399
B0018,198,impedance,24,,
B0018,199,charge,24,,
B0018,200,discharge,24,81.0,1.4527808777541982
B0018,201,charge,24,,
B0018,202,discharge,24,82.0,1.4425356364492432
B0018,203,charge,24,,
B0018,204,discharge,24,83.0,1.4392712877203313
B0018,205,charge,24,,
B0018,206,discharge,24,84.0,1.4286475681888218
B0018,207,charge,24,,
B0018,208,impedance,24,,
B0018,209,discharge,24,85.0,1.4249026750004896
B0018,210,impedance,24,,
B0018,211,charge,24,,
B0018,212,discharge,24,86.0,1.4698115324524124
B0018,213,charge,24,,
B0018,214,discharge,24,87.0,1.4525819651050202
B0018,215,charge,24,,
B0018,216,discharge,24,88.0,1.442834198908794
B0018,217,charge,24,,
B0018,218,discharge,24,89.0,1.428376058807949
B0018,219,charge,24,,
B0018,220,discharge,24,90.0,1.4154547844370715
B0018,221,impedance,24,,
B0018,222,charge,24,,
B0018,223,discharge,24,91.0,1.454576670077708
B0018,224,charge,24,,
B0018,225,discharge,24,92.0,1.4283179548274056
B0018,226,charge,24,,
B0018,227,discharge,24,93.0,1.4197026883204058
B0018,228,charge,24,,
B0018,229,discharge,24,94.0,1.4155606630306516
B0018,230,charge,24,,
B0018,231,impedance,24,,
B0018,232,discharge,24,95.0,1.405680035419228
B0018,233,impedance,24,,
B0018,234,charge,24,,
B0018,235,discharge,24,96.0,1.4084461071166137
B0018,236,charge,24,,
B0018,237,discharge,24,97.0,1.3968547782872414
B0018,238,charge,24,,
B0018,239,discharge,24,98.0,1.3935670371440676
B0018,240,charge,24,,
B0018,241,discharge,24,99.0,1.3893644292809475
B0018,242,charge,24,,
B0018,243,impedance,24,,
B0018,244,discharge,24,100.0,1.3785651415666713
B0018,245,impedance,24,,
B0018,246,charge,24,,
B0018,247,discharge,24,101.0,1.384901110085747
B0018,248,charge,24,,
B0018,249,discharge,24,102.0,1.3703251814242443
B0018,250,charge,24,,
B0018,251,discharge,24,103.0,1.3733464385229082
B0018,252,charge,24,,
B0018,253,discharge,24,104.0,1.3679487285504814
B0018,254,charge,24,,
B0018,255,impedance,24,,
B0018,256,discharge,24,105.0,1.3567141087089647
B0018,257,impedance,24,,
B0018,258,charge,24,,
B0018,259,discharge,24,106.0,1.4604310209194575
B0018,260,charge,24,,
B0018,261,discharge,24,107.0,1.4500998937104097
B0018,262,charge,24,,
B0018,263,discharge,24,108.0,1.4381406901824496
B0018,264,charge,24,,
B0018,265,discharge,24,109.0,1.4283681980964316
B0018,266,charge,24,,
B0018,267,discharge,24,110.0,1.4147874517552432
B0018,268,impedance,24,,
B0018,269,charge,24,,
B0018,270,discharge,24,111.0,1.413889163393182
B0018,271,charge,24,,
B0018,272,discharge,24,112.0,1.3989331662177225
B0018,273,charge,24,,
B0018,274,discharge,24,113.0,1.3953322584033976
B0018,275,charge,24,,
B0018,276,discharge,24,114.0,1.390046129540245
B0018,277,charge,24,,
B0018,278,impedance,24,,
B0018,279,discharge,24,115.0,1.3860271454209647
B0018,280,impedance,24,,
B0018,281,charge,24,,
B0018,282,discharge,24,116.0,1.388215260193751
B0018,283,charge,24,,
B0018,284,discharge,24,117.0,1.3761826562394497
B0018,285,charge,24,,
B0018,286,discharge,24,118.0,1.3647168898640165
B0018,287,charge,24,,
B0018,288,discharge,24,119.0,1.3589854739373584
B0018,289,charge,24,,
B0018,290,impedance,24,,
B0018,291,discharge,24,120.0,1.3462308764008801
B0018,292,impedance,24,,
B0018,293,charge,24,,
B0018,294,discharge,24,121.0,1.4268427818454643
B0018,295,charge,24,,
B0018,296,discharge,24,122.0,1.4064481483279663
B0018,297,charge,24,,
B0018,298,discharge,24,123.0,1.3934907492075153
B0018,299,charge,24,,
B0018,300,discharge,24,124.0,1.3882493512249316
B0018,301,charge,24,,
B0018,302,discharge,24,125.0,1.3701878338420928
B0018,303,impedance,24,,
B0018,304,charge,24,,
B0018,305,discharge,24,126.0,1.3796951665608619
B0018,306,charge,24,,
B0018,307,discharge,24,127.0,1.3686586323935683
B0018,308,charge,24,,
B0018,309,discharge,24,128.0,1.3627371779096438
B0018,310,charge,24,,
B0018,311,discharge,24,129.0,1.3634051133928073
B0018,312,charge,24,,
B0018,313,impedance,24,,
B0018,314,discharge,24,130.0,1.3518646035305233
B0018,315,impedance,24,,
B0018,316,charge,24,,
B0018,317,discharge,24,131.0,1.3547969729652622
B0018,318,charge,24,,
B0018,319,discharge,24,132.0,1.341051440640485
B0025,1,impedance,24,,
B0025,2,charge,24,,
B0025,3,impedance,24,,
B0025,4,discharge,24,1.0,1.847011162956716
B0025,5,charge,24,,
B0025,6,discharge,24,2.0,1.8485654344528386
B0025,7,charge,24,,
B0025,8,discharge,24,3.0,1.847111177186175
B0025,9,charge,24,,
B0025,10,discharge,24,4.0,1.8489837601535537
B0025,11,charge,24,,
B0025,12,discharge,24,5.0,1.8370120718560439
B0025,13,impedance,24,,
B0025,14,charge,24,,
B0025,15,impedance,24,,
B0025,16,discharge,24,6.0,1.817549211247137
B0025,17,impedance,24,,
B0025,18,charge,24,,
B0025,19,impedance,24,,
B0025,20,discharge,24,7.0,1.839863822522073
B0025,21,charge,24,,
B0025,22,charge,24,,
B0025,23,discharge,24,8.0,1.8430595619731431
B0025,24,charge,24,,
B0025,25,discharge,24,9.0,1.8401871729536057
B0025,26,charge,24,,
B0025,27,discharge,24,10.0,1.8281265632888257
B0025,28,impedance,24,,
B0025,29,charge,24,,
B0025,30,impedance,24,,
B0025,31,discharge,24,11.0,1.8253563336445804
B0025,32,impedance,24,,
B0025,33,charge,24,,
B0025,34,impedance,24,,
B0025,35,discharge,24,12.0,1.8214180552626154
B0025,36,charge,24,,
B0025,37,discharge,24,13.0,1.830315627968932
B0025,38,charge,24,,
B0025,39,discharge,24,14.0,1.8175491643824844
B0025,40,charge,24,,
B0025,41,discharge,24,15.0,1.810901200296979
B0025,42,charge,24,,
B0025,43,discharge,24,16.0,1.8083032603084233
B0025,44,impedance,24,,
B0025,45,charge,24,,
B0025,46,impedance,24,,
B0025,47,discharge,24,17.0,1.7928016149381065
B0025,48,impedance,24,,
B0025,49,charge,24,,
B0025,50,impedance,24,,
B0025,51,discharge,24,18.0,1.812563150045885
B0025,52,charge,24,,
B0025,53,discharge,24,19.0,1.807772607491239
B0025,54,charge,24,,
B0025,55,discharge,24,20.0,1.8048055175003972
B0025,56,charge,24,,
B0025,57,discharge,24,21.0,1.800538555899242
B0025,58,charge,24,,
B0025,59,discharge,24,22.0,1.7942356098033032
B0025,60,impedance,24,,
B0025,61,charge,24,,
B0025,62,impedance,24,,
B0025,63,impedance,24,,
B0025,64,charge,24,,
B0025,65,impedance,24,,
B0025,66,discharge,24,23.0,1.807409052434889
B0025,67,charge,24,,
B0025,68,discharge,24,24.0,1.7902504816962075
B0025,69,charge,24,,
B0025,70,discharge,24,25.0,1.7961223845359495
B0025,71,charge,24,,
B0025,72,discharge,24,26.0,1.7912236690350776
B0025,73,charge,24,,
B0025,74,discharge,24,27.0,1.7854822365303245
B0025,75,impedance,24,,
B0025,76,charge,24,,
B0025,77,impedance,24,,
B0025,78,discharge,24,28.0,1.7677890780323617
B0025,79,impedance,24,,
B0025,80,charge,24,,
B0026,1,impedance,24,,
B0026,2,charge,24,,
B0026,3,impedance,24,,
B0026,4,discharge,24,1.0,1.8132504303869899
B0026,5,charge,24,,
B0026,6,discharge,24,2.0,1.8149760087078302
B0026,7,charge,24,,
B0026,8,discharge,24,3.0,1.8135354175561993
B0026,9,charge,24,,
B0026,10,discharge,24,4.0,1.815149273310334
B0026,11,charge,24,,
B0026,12,discharge,24,5.0,1.8142913014068198
B0026,13,impedance,24,,
B0026,14,charge,24,,
B0026,15,impedance,24,,
B0026,16,discharge,24,6.0,1.3863373424430125
B0026,17,impedance,24,,
B0026,18,charge,24,,
B0026,19,impedance,24,,
B0026,20,discharge,24,7.0,1.8165277958816064
B0026,21,charge,24,,
B0026,22,charge,24,,
B0026,23,discharge,24,8.0,1.8085638576011063
B0026,24,charge,24,,
B0026,25,discharge,24,9.0,1.804936077644182
B0026,26,charge,24,,
B0026,27,discharge,24,10.0,1.8049315924982108
B0026,28,impedance,24,,
B0026,29,charge,24,,
B0026,30,impedance,24,,
B0026,31,discharge,24,11.0,1.717679232699393
B0026,32,impedance,24,,
B0026,33,charge,24,,
B0026,34,impedance,24,,
B0026,35,discharge,24,12.0,1.809804813280106
B0026,36,charge,24,,
B0026,37,discharge,24,13.0,1.806556213274488
B0026,38,charge,24,,
B0026,39,discharge,24,14.0,1.7938155707698507
B0026,40,charge,24,,
B0026,41,discharge,24,15.0,1.799304949381792
B0026,42,charge,24,,
B0026,43,discharge,24,16.0,1.7842197448470132
B0026,44,impedance,24,,
B0026,45,charge,24,,
B0026,46,impedance,24,,
B0026,47,discharge,24,17.0,1.6818819918515189
B0026,48,impedance,24,,
B0026,49,charge,24,,
B0026,50,impedance,24,,
B0026,51,discharge,24,18.0,1.8007519383961936
B0026,52,charge,24,,
B0026,53,discharge,24,19.0,1.795972684272296
B0026,54,charge,24,,
B0026,55,discharge,24,20.0,1.7931026940553298
B0026,56,charge,24,,
B0026,57,discharge,24,21.0,1.8010267542068712
B0026,58,charge,24,,
B0026,59,discharge,24,22.0,1.7824572301269948
B0026,60,impedance,24,,
B0026,61,charge,24,,
B0026,62,impedance,24,,
B0026,63,impedance,24,,
B0026,64,charge,24,,
B0026,65,impedance,24,,
B0026,66,discharge,24,23.0,1.7959303030608789
B0026,67,charge,24,,
B0026,68,discharge,24,24.0,1.7783142127341003
B0026,69,charge,24,,
B0026,70,discharge,24,25.0,1.771719092984802
B0026,71,charge,24,,
B0026,72,discharge,24,26.0,1.7790749489536772
B0026,73,charge,24,,
B0026,74,discharge,24,27.0,1.7733229782464675
B0026,75,impedance,24,,
B0026,76,charge,24,,
B0026,77,impedance,24,,
B0026,78,discharge,24,28.0,1.768754111010884
B0026,79,impedance,24,,
B0026,80,charge,24,,
B0027,1,impedance,24,,
B0027,2,charge,24,,
B0027,3,impedance,24,,
B0027,4,discharge,24,1.0,1.8233077742149364
B0027,5,charge,24,,
B0027,6,discharge,24,2.0,1.8142384651167962
B0027,7,charge,24,,
B0027,8,discharge,24,3.0,1.8128596793130867
B0027,9,charge,24,,
B0027,10,discharge,24,4.0,1.8144242446739973
B0027,11,charge,24,,
B0027,12,discharge,24,5.0,1.812800333853042
B0027,13,impedance,24,,
B0027,14,charge,24,,
B0027,15,impedance,24,,
B0027,16,discharge,24,6.0,1.7946038703195293
B0027,17,impedance,24,,
B0027,18,charge,24,,
B0027,19,impedance,24,,
B0027,20,discharge,24,7.0,1.816519171293833
B0027,21,charge,24,,
B0027,22,charge,24,,
B0027,23,discharge,24,8.0,1.8198335565190242
B0027,24,charge,24,,
B0027,25,discharge,24,9.0,1.816980986440728
B0027,26,charge,24,,
B0027,27,discharge,24,10.0,1.8047602710768988
B0027,28,impedance,24,,
B0027,29,charge,24,,
B0027,30,impedance,24,,
B0027,31,discharge,24,11.0,1.8021778881408677
B0027,32,impedance,24,,
B0027,33,charge,24,,
B0027,34,impedance,24,,
B0027,35,discharge,24,12.0,1.810054375611175
B0027,36,charge,24,,
B0027,37,discharge,24,13.0,1.8191618703574552
B0027,38,charge,24,,
B0027,39,discharge,24,14.0,1.806344581230731
B0027,40,charge,24,,
B0027,41,discharge,24,15.0,1.8120006378747944
B0027,42,charge,24,,
B0027,43,discharge,24,16.0,1.809238569578753
B0027,44,impedance,24,,
B0027,45,charge,24,,
B0027,46,impedance,24,,
B0027,47,discharge,24,17.0,1.7820717716005336
B0027,48,impedance,24,,
B0027,49,charge,24,,
B0027,50,impedance,24,,
B0027,51,discharge,24,18.0,1.8145504562341046
B0027,52,charge,24,,
B0027,53,discharge,24,19.0,1.809153485164282
B0027,54,charge,24,,
B0027,55,discharge,24,20.0,1.8065551508093707
B0027,56,charge,24,,
B0027,57,discharge,24,21.0,1.802401655959492
B0027,58,charge,24,,
B0027,59,discharge,24,22.0,1.7964331683322998
B0027,60,impedance,24,,
B0027,61,charge,24,,
B0027,62,impedance,24,,
B0027,63,impedance,24,,
B0027,64,charge,24,,
B0027,65,impedance,24,,
B0027,66,discharge,24,23.0,1.8088036930508289
B0027,67,charge,24,,
B0027,68,discharge,24,24.0,1.7915527748749653
B0027,69,charge,24,,
B0027,70,discharge,24,25.0,1.7853375192239571
B0027,71,charge,24,,
B0027,72,discharge,24,26.0,1.793209210325309
B0027,73,charge,24,,
B0027,74,discharge,24,27.0,1.7873097711102113
B0027,75,impedance,24,,
B0027,76,charge,24,,
B0027,77,impedance,24,,
B0027,78,discharge,24,28.0,1.7700926253324452
B0027,79,impedance,24,,
B0027,80,charge,24,,
B0028,1,impedance,24,,
B0028,2,charge,24,,
B0028,3,impedance,24,,
B0028,4,discharge,24,1.0,1.8046847720100736
B0028,5,charge,24,,
B0028,6,discharge,24,2.0,1.8047833214525881
B0028,7,charge,24,,
B0028,8,discharge,24,3.0,1.797618668222458
B0028,9,charge,24,,
B0028,10,discharge,24,4.0,1.7929913687761174
B0028,11,charge,24,,
B0028,12,discharge,24,5.0,1.7919180081592216
B0028,13,impedance,24,,
B0028,14,charge,24,,
B0028,15,impedance,24,,
B0028,16,discharge,24,6.0,1.775026135903797
B0028,17,impedance,24,,
B0028,18,charge,24,,
B0028,19,impedance,24,,
B0028,20,discharge,24,7.0,1.7920487852223415
B0028,21,charge,24,,
B0028,22,charge,24,,
B0028,23,discharge,24,8.0,1.790475801581265
B0028,24,charge,24,,
B0028,25,discharge,24,9.0,1.7868365091987264
B0028,26,charge,24,,
B0028,27,discharge,24,10.0,1.7871529619962185
B0028,28,impedance,24,,
B0028,29,charge,24,,
B0028,30,impedance,24,,
B0028,31,discharge,24,11.0,1.7816340617009505
B0028,32,impedance,24,,
B0028,33,charge,24,,
B0028,34,impedance,24,,
B0028,35,discharge,24,12.0,1.7850235136604733
B0028,36,charge,24,,
B0028,37,discharge,24,13.0,1.7803865429693038
B0028,38,charge,24,,
B0028,39,discharge,24,14.0,1.7789060856417256
B0028,40,charge,24,,
B0028,41,discharge,24,15.0,1.7738387518973049
B0028,42,charge,24,,
B0028,43,discharge,24,16.0,1.769682881523146
B0028,44,impedance,24,,
B0028,45,charge,24,,
B0028,46,impedance,24,,
B0028,47,discharge,24,17.0,1.7408787283206992
B0028,48,impedance,24,,
B0028,49,charge,24,,
B0028,50,impedance,24,,
B0028,51,discharge,24,18.0,1.7648189744011906
B0028,52,charge,24,,
B0028,53,discharge,24,19.0,1.7617857390844023
B0028,54,charge,24,,
B0028,55,discharge,24,20.0,1.75770610357021
B0028,56,charge,24,,
B0028,57,discharge,24,21.0,1.7519375960601256
B0028,58,charge,24,,
B0028,59,discharge,24,22.0,1.7521244035832177
B0028,60,impedance,24,,
B0028,61,charge,24,,
B0028,62,impedance,24,,
B0028,63,impedance,24,,
B0028,64,charge,24,,
B0028,65,impedance,24,,
B0028,66,discharge,24,23.0,1.7597714133989641
B0028,67,charge,24,,
B0028,68,discharge,24,24.0,1.7483011320324189
B0028,69,charge,24,,
B0028,70,discharge,24,25.0,1.7411482627836237
B0028,71,charge,24,,
B0028,72,discharge,24,26.0,1.7363833316311177
B0028,73,charge,24,,
B0028,74,discharge,24,27.0,1.736559066269527
B0028,75,impedance,24,,
B0028,76,charge,24,,
B0028,77,impedance,24,,
B0028,78,discharge,24,28.0,1.7172335652295245
B0028,79,impedance,24,,
B0028,80,charge,24,,
B0029,1,impedance,43,,
B0029,2,discharge,43,1.0,1.697507332205763
B0029,3,charge,43,,
B0029,4,discharge,43,2.0,1.844701206961174
B0029,5,charge,43,,
B0029,6,discharge,43,3.0,1.8254376674722927
B0029,7,charge,43,,
B0029,8,discharge,43,4.0,1.815750429913437
B0029,9,charge,43,,
B0029,10,discharge,43,5.0,1.8132993337127028
B0029,11,impedance,43,,
B0029,12,charge,43,,
B0029,13,impedance,43,,
B0029,14,discharge,43,6.0,1.8151647619660576
B0029,15,charge,43,,
B0029,16,discharge,43,7.0,1.8143317955190057
B0029,17,charge,43,,
B0029,18,discharge,43,8.0,1.801343601809866
B0029,19,charge,43,,
B0029,20,discharge,43,9.0,1.7881558802945825
B0029,21,charge,43,,
B0029,22,discharge,43,10.0,1.7760714604539518
B0029,23,impedance,43,,
B0029,24,charge,43,,
B0029,25,impedance,43,,
B0029,26,discharge,43,11.0,1.7852807447597443
B0029,27,charge,43,,
B0029,28,discharge,43,12.0,1.7698116401111978
B0029,29,charge,43,,
B0029,30,discharge,43,13.0,1.7565231680521758
B0029,31,charge,43,,
B0029,32,discharge,43,14.0,1.7543413277348154
B0029,33,charge,43,,
B0029,34,discharge,43,15.0,1.7392875506998715
B0029,35,impedance,43,,
B0029,36,charge,43,,
B0029,37,impedance,43,,
B0029,38,discharge,43,16.0,1.7797845109331345
B0029,39,charge,43,,
B0029,40,discharge,43,17.0,1.7657088508465202
B0029,41,charge,43,,
B0029,42,discharge,43,18.0,1.7523941408724169
B0029,43,charge,43,,
B0029,44,discharge,43,19.0,1.7380191225603105
B0029,45,charge,43,,
B0029,46,discharge,43,20.0,1.7312214443143976
B0029,47,impedance,43,,
B0029,48,charge,43,,
B0029,49,impedance,43,,
B0029,50,discharge,43,21.0,1.7379128985265808
B0029,51,charge,43,,
B0029,52,discharge,43,22.0,1.7224270683625882
B0029,53,charge,43,,
B0029,54,discharge,43,23.0,1.7184213765608034
B0029,55,charge,43,,
B0029,56,discharge,43,24.0,1.7010220930648232
B0029,57,charge,43,,
B0029,58,discharge,43,25.0,1.693698739563104
B0029,59,impedance,43,,
B0029,60,charge,43,,
B0029,61,impedance,43,,
B0029,62,discharge,43,26.0,1.713072721286705
B0029,63,charge,43,,
B0029,64,discharge,43,27.0,1.6976972688567131
B0029,65,charge,43,,
B0029,66,discharge,43,28.0,1.6899314034061208
B0029,67,charge,43,,
B0029,68,discharge,43,29.0,1.685023551367069
B0029,69,charge,43,,
B0029,70,discharge,43,30.0,1.678389965463405
B0029,71,impedance,43,,
B0029,72,charge,43,,
B0029,73,impedance,43,,
B0029,74,discharge,43,31.0,1.6737947494868326
B0029,75,charge,43,,
B0029,76,discharge,43,32.0,1.6687898927884715
B0029,77,charge,43,,
B0029,78,discharge,43,33.0,1.6492566306631427
B0029,79,charge,43,,
B0029,80,discharge,43,34.0,1.6409676757039668
B0029,81,charge,43,,
B0029,82,discharge,43,35.0,1.6456360229757092
B0029,83,impedance,43,,
B0029,84,charge,43,,
B0029,85,impedance,43,,
B0029,86,discharge,43,36.0,1.654547743574037
B0029,87,charge,43,,
B0029,88,discharge,43,37.0,1.6461201520877546
B0029,89,charge,43,,
B0029,90,discharge,43,38.0,1.6275119188151763
B0029,91,charge,43,,
B0029,92,discharge,43,39.0,1.6200530533464497
B0029,93,charge,43,,
B0029,94,discharge,43,40.0,1.612079811711934
B0029,95,impedance,43,,
B0029,96,charge,43,,
B0029,97,impedance,43,,
B0030,1,impedance,43,,
B0030,2,discharge,43,1.0,1.6560706096175404
B0030,3,charge,43,,
B0030,4,discharge,43,2.0,1.7815548749509116
B0030,5,charge,43,,
